date,circulation,n_1_1,n_1_2,n_1_3,n_1_4,n_2_1,n_2_2,n_2_3,n_2_4,prize
19.05.2018 22:00,282,2,6,7,20,1,6,7,8,62 608 811 
19.05.2018 10:00,281,5,12,13,20,9,11,14,16,61 780 431 
18.05.2018 22:00,280,2,5,8,10,5,10,14,15,60 095 278 
18.05.2018 10:00,279,1,3,4,6,2,6,9,15,59 064 852 
17.05.2018 22:00,278,4,6,13,16,2,15,16,19,57 370 985 
17.05.2018 10:00,277,2,5,12,19,6,7,14,20,56 523 445 
16.05.2018 22:00,276,10,16,19,20,8,10,12,14,54 477 399 
16.05.2018 10:00,275,1,3,4,15,3,9,11,15,53 590 522 
15.05.2018 22:00,274,10,11,17,19,3,5,12,15,52 416 096 
15.05.2018 10:00,273,2,5,8,15,2,5,8,17,51 854 531 
14.05.2018 22:00,272,4,5,11,17,3,7,10,13,50 775 456 
14.05.2018 10:00,271,3,5,6,12,3,13,14,20,50 110 010 
13.05.2018 22:00,270,4,7,16,17,6,8,17,20,49 193 230 
13.05.2018 10:00,269,8,12,15,18,7,10,12,20,48 645 056 
12.05.2018 22:00,268,5,10,11,18,2,3,6,11,47 418 214 
12.05.2018 10:00,267,3,7,11,13,1,13,15,16,46 770 434 
11.05.2018 22:00,266,4,5,10,20,6,9,14,16,45 409 550 
11.05.2018 10:00,265,1,6,11,12,3,9,14,18,44 773 044 
10.05.2018 22:00,264,4,8,11,17,4,8,9,12,43 523 286 
10.05.2018 10:00,263,1,4,5,19,7,14,17,19,42 978 282 
09.05.2018 22:00,262,2,5,16,19,6,10,14,17,42 184 186 
09.05.2018 10:00,261,3,6,8,18,2,5,9,17,41 669 255 
08.05.2018 22:00,260,2,18,19,20,10,11,13,17,40 278 032 
08.05.2018 10:00,259,2,10,13,19,1,3,4,17,39 646 720 
07.05.2018 22:00,258,1,5,6,9,2,6,15,17,38 406 309 
07.05.2018 10:00,257,2,3,14,15,8,9,13,17,37 947 804 
06.05.2018 22:00,256,4,5,8,13,2,7,12,14,37 104 816 
06.05.2018 10:00,255,2,7,8,18,9,11,12,16,36 581 301 
05.05.2018 22:00,254,6,8,15,16,8,9,11,20,35 531 250 
05.05.2018 10:00,253,4,7,15,20,7,10,12,15,34 875 396 
04.05.2018 22:00,252,1,9,15,20,11,16,18,20,33 467 558 
04.05.2018 10:00,251,5,7,13,17,1,12,16,18,32 817 855 
03.05.2018 22:00,250,10,11,12,20,2,11,17,18,31 764 439 
03.05.2018 10:00,249,6,11,18,20,2,6,9,15,31 219 342 
02.05.2018 22:00,248,4,13,17,19,1,2,10,14,30 159 234 
02.05.2018 10:00,247,2,7,14,15,5,6,7,11,29 646 363 
01.05.2018 22:00,246,11,13,19,20,4,5,7,18,28 757 599 
01.05.2018 10:00,245,3,11,15,16,6,11,13,16,28 222 608 
30.04.2018 22:00,244,1,5,10,12,6,9,12,13,27 291 837 
30.04.2018 10:00,243,1,6,7,18,2,6,13,15,26 690 225 
29.04.2018 22:00,242,1,8,11,12,7,10,14,19,25 583 315 
29.04.2018 10:00,241,4,9,11,16,2,3,11,16,24 994 869 
28.04.2018 22:00,240,2,7,14,17,3,4,10,18,23 468 751 
28.04.2018 10:00,239,10,11,13,19,4,7,8,18,22 806 702 
27.04.2018 22:00,238,3,8,14,17,5,6,9,12,21 663 814 
27.04.2018 10:00,237,4,7,19,20,3,13,17,20,21 052 289 
26.04.2018 22:00,236,9,11,12,18,4,7,17,20,19 724 919 
26.04.2018 10:00,235,4,5,9,18,9,13,19,20,19 107 619 
25.04.2018 22:00,234,7,8,11,16,2,8,17,19,17 710 083 
25.04.2018 10:00,233,5,7,8,19,1,7,11,14,17 195 137 
24.04.2018 22:00,232,2,9,11,19,1,4,6,13,15 835 547 
24.04.2018 10:00,231,8,11,16,17,2,3,7,11,15 248 085 
23.04.2018 22:00,230,5,9,10,15,7,9,12,19,13 990 653 
23.04.2018 10:00,229,4,11,18,19,1,2,16,19,13 425 830 
22.04.2018 22:00,228,6,9,17,19,8,10,15,20,12 365 173 
22.04.2018 10:00,227,3,5,13,19,7,13,15,20,11 891 100 
21.04.2018 22:00,226,2,11,12,16,1,11,13,17,10 505 128 
21.04.2018 10:00,225,4,9,11,19,10,12,17,20,10 000 000 
20.04.2018 22:00,224,4,7,11,15,1,4,5,6,10 000 000 
20.04.2018 10:00,223,3,5,14,18,5,9,14,18,10 000 000 
19.04.2018 22:00,222,1,6,11,16,6,7,11,18,10 000 000 
18.04.2018 22:00,221,2,3,8,17,4,5,6,11,10 000 000 
17.04.2018 22:00,220,7,8,11,20,7,8,11,19,10 000 000 
16.04.2018 22:00,219,2,14,16,17,14,15,19,20,10 000 000 
15.04.2018 22:00,218,5,8,9,19,6,7,8,10,10 000 000 
14.04.2018 22:00,217,11,12,16,17,14,15,19,20,232 473 870 
13.04.2018 22:00,216,6,9,12,18,13,15,18,19,225 128 182 
12.04.2018 22:00,215,4,7,8,11,2,6,9,14,221 767 462 
11.04.2018 22:00,214,2,6,19,20,7,10,16,19,218 482 626 
10.04.2018 22:00,213,7,10,11,14,9,13,15,19,215 665 675 
09.04.2018 22:00,212,3,13,15,20,7,14,18,19,212 885 472 
08.04.2018 22:00,211,1,6,9,13,4,10,12,14,209 867 196 
07.04.2018 22:00,210,1,3,4,7,2,11,13,14,206 026 918 
06.04.2018 22:00,209,1,9,14,17,4,6,8,16,202 179 351 
05.04.2018 22:00,208,12,15,19,20,6,8,9,17,199 277 538 
04.04.2018 22:00,207,1,16,18,19,4,15,16,17,195 691 518 
03.04.2018 22:00,206,6,10,14,15,7,8,9,20,192 422 270 
02.04.2018 22:00,205,1,2,5,7,9,10,11,18,189 240 221 
01.04.2018 22:00,204,2,11,18,20,10,12,16,20,186 710 491 
31.03.2018 22:00,203,9,12,13,15,10,11,13,17,183 892 341 
30.03.2018 22:00,202,4,10,16,17,2,3,10,18,180 333 697 
29.03.2018 22:00,201,1,7,8,15,2,13,14,17,177 154 731 
28.03.2018 22:00,200,6,8,9,14,3,4,7,8,174 232 246 
27.03.2018 22:00,199,5,8,11,14,4,5,11,12,171 426 415 
26.03.2018 22:00,198,2,4,17,18,1,5,19,20,168 999 437 
25.03.2018 22:00,197,4,6,9,13,2,8,13,16,166 890 124 
24.03.2018 22:00,196,5,8,9,20,11,12,18,19,164 232 703 
23.03.2018 22:00,195,3,9,11,16,5,11,14,16,160 902 442 
22.03.2018 22:00,194,5,7,14,16,1,4,6,14,158 301 453 
21.03.2018 22:00,193,1,3,9,10,2,6,17,20,155 427 744 
20.03.2018 22:00,192,1,5,6,13,8,11,16,19,152 453 913 
19.03.2018 22:00,191,6,13,18,20,2,3,14,17,148 254 194 
17.03.2018 22:00,190,4,7,13,14,4,7,9,12,143 284 208 
14.03.2018 22:00,189,7,12,15,17,9,12,14,16,139 679 441 
12.03.2018 22:00,188,6,7,12,19,10,12,14,18,135 621 903 
10.03.2018 22:00,187,3,11,16,18,7,8,13,14,130 821 751 
07.03.2018 22:00,186,1,10,12,20,5,10,13,19,126 841 817 
05.03.2018 22:00,185,5,12,18,19,3,5,9,15,123 840 329 
03.03.2018 22:00,184,1,12,14,16,1,6,10,20,118 576 196 
28.02.2018 22:00,183,11,13,15,20,5,7,10,11,114 786 190 
26.02.2018 22:00,182,2,10,16,19,3,7,14,18,111 717 401 
24.02.2018 22:00,181,2,5,7,9,2,4,7,15,107 827 362 
21.02.2018 22:00,180,7,10,11,20,1,3,9,16,105 087 135 
19.02.2018 22:00,179,2,10,13,14,5,9,13,17,103 171 311 
17.02.2018 22:00,178,1,6,14,20,6,17,19,20,100 072 108 
14.02.2018 22:00,177,1,5,10,16,4,6,9,13,97 923 235 
12.02.2018 22:00,176,3,4,6,9,5,10,15,17,96 036 919 
10.02.2018 22:00,175,1,9,10,12,6,12,19,20,92 952 290 
07.02.2018 22:00,174,7,9,10,19,5,8,9,17,90 349 828 
05.02.2018 22:00,173,1,4,7,9,1,4,5,20,88 516 737 
03.02.2018 22:00,172,2,5,7,16,1,8,19,20,85 631 613 
31.01.2018 22:00,171,7,13,14,17,3,11,12,16,83 492 255 
29.01.2018 22:00,170,3,10,18,19,7,11,12,15,81 127 729 
27.01.2018 22:00,169,2,5,14,17,5,9,12,14,78 073 421 
24.01.2018 22:00,168,8,11,16,18,3,16,18,20,75 139 841 
22.01.2018 22:00,167,3,12,15,16,1,3,8,12,72 663 442 
20.01.2018 22:00,166,7,11,17,19,8,13,15,17,69 658 696 
17.01.2018 22:00,165,1,11,15,16,1,13,15,18,67 215 630 
15.01.2018 22:00,164,5,9,18,19,5,10,13,17,65 074 731 
13.01.2018 22:00,163,2,4,9,18,1,8,10,14,61 741 633 
10.01.2018 22:00,162,2,3,10,18,2,6,7,9,59 382 103 
08.01.2018 22:00,161,15,16,19,20,1,2,9,10,56 928 969 
06.01.2018 22:00,160,8,9,15,16,3,7,12,13,53 363 473 
03.01.2018 22:00,159,1,8,11,17,3,4,11,19,49 671 494 
01.01.2018 22:00,158,2,4,5,9,3,4,5,15,46 795 669 
30.12.2017 22:00,157,7,10,16,17,3,7,10,20,42 588 712 
27.12.2017 22:00,156,12,14,16,17,3,9,11,17,40 263 381 
25.12.2017 22:00,155,3,12,15,19,1,14,15,17,37 927 809 
23.12.2017 22:00,154,8,16,18,20,8,14,16,20,35 021 309 
20.12.2017 22:00,153,3,10,11,19,10,15,18,20,33 002 383 
18.12.2017 22:00,152,5,6,8,17,3,6,14,16,30 815 303 
16.12.2017 22:00,151,11,12,18,19,1,5,6,10,27 439 211 
13.12.2017 22:00,150,2,8,12,20,4,5,15,16,25 003 902 
11.12.2017 22:00,149,1,13,15,19,4,6,16,17,23 235 135 
09.12.2017 22:00,148,8,10,16,20,8,13,15,17,19 931 622 
06.12.2017 22:00,147,3,7,12,19,2,13,17,19,18 116 144 
04.12.2017 22:00,146,3,6,11,12,4,7,8,9,16 167 947 
02.12.2017 22:00,145,1,4,17,20,2,8,10,11,13 546 247 
29.11.2017 22:00,144,8,11,14,16,2,3,11,17,11 688 174 
27.11.2017 22:00,143,2,7,8,12,6,10,11,12,10 000 000 
25.11.2017 22:00,142,6,10,15,16,7,17,19,20,10 000 000 
22.11.2017 22:00,141,5,8,10,17,3,9,13,14,10 000 000 
20.11.2017 22:00,140,6,10,15,16,7,10,18,20,10 000 000 
18.11.2017 22:00,139,3,12,18,19,3,10,15,18,10 000 000 
15.11.2017 22:00,138,4,12,13,18,2,6,10,13,46 547 354 
13.11.2017 22:00,137,6,7,8,12,4,9,10,20,42 211 677 
11.11.2017 22:00,136,3,5,12,13,2,3,7,19,38 462 150 
08.11.2017 22:00,135,5,9,15,19,2,5,14,15,36 318 129 
06.11.2017 22:00,134,6,10,14,15,2,9,10,15,34 130 626 
04.11.2017 22:00,133,10,12,15,16,1,5,12,18,30 289 525 
01.11.2017 22:00,132,2,4,13,20,2,13,15,17,27 888 926 
30.10.2017 22:00,131,1,4,18,19,4,5,6,10,26 050 000 
28.10.2017 22:00,130,5,7,15,17,4,7,9,14,22 957 633 
25.10.2017 22:00,129,8,12,16,17,1,4,5,19,20 310 905 
23.10.2017 22:00,128,4,8,15,19,3,9,10,11,18 207 006 
21.10.2017 22:00,127,7,13,14,17,3,14,16,20,14 373 966 
18.10.2017 22:00,126,1,7,16,20,1,2,17,18,11 718 399 
16.10.2017 22:00,125,4,6,13,20,1,5,14,20,10 000 000 
15.10.2017 08:20,124,11,12,14,16,1,2,7,15,10 000 000 
11.10.2017 22:00,123,2,8,10,11,4,7,8,18,10 000 000 
09.10.2017 22:00,122,2,16,17,19,2,3,14,16,10 000 000 
08.10.2017 08:20,121,5,6,13,15,7,9,17,19,216 657 148 
04.10.2017 22:00,120,2,3,11,18,10,11,12,15,207 985 817 
02.10.2017 22:00,119,5,7,18,20,1,6,7,11,204 790 669 
01.10.2017 08:20,118,1,4,9,12,3,4,13,20,199 316 863 
27.09.2017 22:00,117,9,11,16,17,1,3,6,9,195 129 212 
25.09.2017 22:00,116,8,13,18,20,7,11,13,17,191 652 899 
24.09.2017 08:20,115,1,11,16,19,6,14,16,18,185 134 522 
20.09.2017 22:00,114,1,9,16,20,1,6,8,11,181 163 452 
18.09.2017 22:00,113,1,15,17,19,3,10,11,14,177 404 300 
17.09.2017 08:20,112,7,14,17,20,1,9,11,12,171 355 885 
13.09.2017 22:00,111,5,10,19,20,1,2,3,19,167 505 578 
11.09.2017 22:00,110,4,6,12,15,9,11,17,18,164 785 201 
10.09.2017 08:20,109,1,3,13,15,11,13,14,17,159 953 393 
06.09.2017 22:00,108,1,11,13,19,1,2,9,16,156 424 476 
04.09.2017 22:00,107,2,11,12,15,1,2,6,13,153 240 300 
03.09.2017 08:20,106,2,4,6,11,6,11,12,19,148 852 773 
30.08.2017 22:00,105,3,5,6,11,9,10,16,20,145 337 199 
28.08.2017 22:00,104,9,12,13,20,7,11,17,19,142 318 062 
27.08.2017 08:20,103,5,6,18,19,3,14,16,20,137 440 830 
23.08.2017 22:00,102,7,11,12,20,1,8,12,19,134 250 122 
21.08.2017 22:00,101,1,2,7,15,6,9,13,14,131 124 234 
20.08.2017 08:20,100,11,14,16,19,1,7,9,18,125 749 175 
16.08.2017 22:00,99,4,7,8,15,1,5,8,17,122 576 809 
14.08.2017 22:00,98,1,6,11,13,5,7,13,17,120 055 809 
13.08.2017 08:20,97,1,2,8,20,7,16,17,18,115 375 550 
09.08.2017 22:00,96,12,13,15,16,2,5,6,20,112 003 057 
07.08.2017 22:00,95,5,9,10,14,3,4,9,19,109 037 643 
06.08.2017 08:20,94,1,11,15,19,1,4,8,16,104 329 952 
02.08.2017 22:00,93,3,7,14,15,1,3,5,9,101 207 220 
31.07.2017 22:00,92,5,8,13,18,1,3,5,13,98 886 161 
30.07.2017 08:20,91,3,6,8,13,4,6,14,19,94 681 459 
26.07.2017 22:00,90,1,3,18,19,1,7,10,13,91 340 302 
24.07.2017 22:00,89,4,7,8,17,9,14,17,18,88 659 479 
23.07.2017 08:20,88,7,13,15,20,5,6,13,16,84 618 548 
19.07.2017 22:00,87,4,10,11,14,4,5,8,16,81 813 863 
17.07.2017 22:00,86,3,6,14,19,3,4,16,20,78 902 300 
16.07.2017 08:20,85,7,10,15,19,5,11,13,17,75 196 836 
12.07.2017 22:00,84,3,10,17,18,1,4,11,17,72 305 020 
10.07.2017 22:00,83,1,5,12,20,17,18,19,20,69 477 691 
09.07.2017 08:20,82,4,7,19,20,3,11,12,18,65 384 851 
05.07.2017 22:00,81,4,7,13,14,9,13,16,20,62 427 332 
03.07.2017 22:00,80,1,3,10,12,3,5,14,18,59 852 062 
02.07.2017 08:20,79,1,7,9,19,5,14,15,19,55 608 948 
28.06.2017 22:00,78,1,2,6,16,10,13,14,20,51 975 576 
26.06.2017 22:00,77,1,2,17,19,2,4,5,16,300 000 000 
25.06.2017 08:20,76,4,5,8,15,2,5,8,15,300 000 000 
21.06.2017 22:00,75,5,13,16,20,2,6,10,11,300 000 000 
19.06.2017 22:00,74,3,11,13,20,1,7,12,15,300 000 000 
18.06.2017 08:20,73,4,5,19,20,4,9,13,17,300 000 000 
14.06.2017 22:00,72,6,10,15,18,4,6,11,15,300 000 000 
12.06.2017 22:00,71,4,5,12,16,7,10,12,15,300 000 000 
11.06.2017 08:20,70,1,7,14,15,4,10,13,17,300 000 000 
07.06.2017 22:00,69,10,11,17,19,1,3,5,18,300 000 000 
05.06.2017 22:00,68,2,4,15,16,2,5,14,16,300 000 000 
04.06.2017 08:20,67,1,8,11,20,2,8,12,15,300 000 000 
31.05.2017 22:00,66,3,5,12,19,3,6,10,14,300 000 000 
29.05.2017 22:00,65,6,11,16,20,2,7,9,12,300 000 000 
28.05.2017 08:20,64,6,10,15,16,5,8,16,18,300 000 000 
24.05.2017 22:00,63,6,12,14,16,3,7,17,19,300 000 000 
22.05.2017 22:00,62,6,12,13,15,3,10,18,20,300 000 000 
21.05.2017 08:20,61,2,9,11,17,5,9,13,14,300 000 000 
17.05.2017 22:00,60,1,4,6,15,1,4,12,15,300 000 000 
15.05.2017 22:00,59,7,8,9,11,1,5,11,13,300 000 000 
14.05.2017 08:20,58,3,9,15,20,2,9,16,20,300 000 000 
10.05.2017 22:00,57,4,7,10,16,9,14,19,20,300 000 000 
08.05.2017 22:00,56,1,6,10,11,1,4,8,19,300 000 000 
07.05.2017 08:20,55,6,13,15,17,4,7,15,19,300 000 000 
03.05.2017 22:00,54,2,10,15,19,3,6,12,19,300 000 000 
01.05.2017 22:00,53,2,10,12,15,1,6,7,15,300 000 000 
30.04.2017 08:20,52,2,8,9,19,8,11,16,19,300 000 000 
26.04.2017 22:00,51,7,10,11,16,2,3,7,17,300 000 000 
24.04.2017 22:00,50,1,4,8,20,4,5,17,18,300 000 000 
23.04.2017 08:20,49,2,6,12,18,4,10,15,20,300 000 000 
19.04.2017 22:00,48,1,2,3,19,5,6,11,16,300 000 000 
17.04.2017 22:00,47,5,9,17,18,3,9,11,15,300 000 000 
16.04.2017 08:20,46,10,15,16,19,3,9,10,19,300 000 000 
12.04.2017 22:00,45,3,7,9,18,2,3,4,7,300 000 000 
10.04.2017 22:00,44,5,10,11,12,4,6,14,20,300 000 000 
09.04.2017 08:20,43,8,11,16,18,10,12,16,20,300 000 000 
05.04.2017 22:00,42,2,15,17,19,11,13,16,17,300 000 000 
03.04.2017 22:00,41,2,4,11,19,2,12,14,20,300 000 000 
02.04.2017 08:20,40,3,5,7,13,5,6,9,12,300 000 000 
29.03.2017 22:00,39,4,11,14,16,8,13,14,16,300 000 000 
27.03.2017 22:00,38,1,12,13,15,2,9,13,14,300 000 000 
26.03.2017 08:20,37,5,6,9,19,11,12,14,19,300 000 000 
22.03.2017 22:00,36,3,9,11,13,7,14,15,17,300 000 000 
20.03.2017 22:00,35,3,9,10,16,2,4,9,18,300 000 000 
19.03.2017 08:20,34,3,4,13,17,2,10,15,20,300 000 000 
15.03.2017 22:00,33,8,16,19,20,2,6,12,14,300 000 000 
13.03.2017 22:00,32,1,5,14,15,2,7,10,20,300 000 000 
12.03.2017 08:20,31,7,12,13,16,3,8,13,19,300 000 000 
08.03.2017 22:00,30,2,16,19,20,1,5,7,11,300 000 000 
06.03.2017 22:00,29,1,7,11,17,2,3,9,20,300 000 000 
05.03.2017 08:20,28,13,14,17,19,10,13,19,20,300 000 000 
01.03.2017 22:00,27,3,5,11,19,4,8,12,19,300 000 000 
27.02.2017 22:00,26,1,8,13,16,7,14,15,16,300 000 000 
26.02.2017 08:20,25,2,5,6,8,2,4,7,14,300 000 000 
22.02.2017 22:00,24,4,13,15,16,8,10,11,13,300 000 000 
20.02.2017 22:00,23,5,6,11,17,1,8,12,13,300 000 000 
19.02.2017 08:20,22,3,5,15,17,6,16,17,20,300 000 000 
15.02.2017 22:00,21,1,7,9,10,6,10,17,19,300 000 000 
13.02.2017 22:00,20,1,2,3,10,2,8,9,14,300 000 000 
12.02.2017 08:20,19,6,11,12,16,6,7,13,19,300 000 000 
08.02.2017 22:00,18,1,11,15,20,6,9,10,19,300 000 000 
06.02.2017 22:00,17,10,12,14,15,3,6,10,13,300 000 000 
05.02.2017 08:20,16,5,8,9,12,2,5,6,14,300 000 000 
02.02.2017 22:00,15,6,8,9,17,2,6,9,13,300 000 000 
31.01.2017 22:00,14,3,4,7,11,3,4,7,9,300 000 000 
29.01.2017 08:20,13,8,11,12,18,2,3,8,11,300 000 000 
26.01.2017 22:00,12,4,16,18,20,4,11,13,14,300 000 000 
24.01.2017 22:00,11,3,4,15,19,12,15,18,19,300 000 000 
22.01.2017 08:20,10,3,11,13,15,2,13,14,15,300 000 000 
19.01.2017 22:00,9,6,8,16,20,4,12,13,14,300 000 000 
17.01.2017 22:00,8,11,15,17,20,11,14,18,19,300 000 000 
15.01.2017 08:20,7,4,6,13,20,4,6,12,20,300 000 000 
12.01.2017 22:00,6,9,14,17,18,2,8,14,18,300 000 000 
10.01.2017 22:00,5,3,8,9,13,5,7,8,16,300 000 000 
08.01.2017 08:20,4,5,12,17,19,3,6,7,8,300 000 000 
05.01.2017 22:00,3,5,17,18,19,11,12,14,20,300 000 000 
03.01.2017 22:00,2,6,12,17,20,3,9,13,16,300 000 000
31.12.2016 15:10,1,2,4,10,20,2,9,16,17,1 000 000 000
