date,circulation,n_1_1,n_1_2,n_1_3,n_1_4,n_2_1,n_2_2,n_2_3,n_2_4,prize
14.12.2019 22:00,1430,2,9,14,19,2,4,7,17,188 354 710 
14.12.2019 10:00,1429,3,4,16,20,5,16,17,18,187 254 596 
13.12.2019 22:00,1428,3,6,11,15,2,7,11,15,185 421 136 
13.12.2019 10:00,1427,1,6,19,20,4,10,12,20,184 358 284 
12.12.2019 22:00,1426,1,8,10,20,2,6,13,18,182 558 983 
12.12.2019 10:00,1425,1,2,4,15,3,6,17,20,181 509 251 
11.12.2019 22:00,1424,6,9,12,19,6,10,12,19,179 798 800 
11.12.2019 10:00,1423,5,7,9,11,1,3,15,18,178 985 345 
10.12.2019 22:00,1422,4,16,19,20,9,10,15,20,176 890 285 
10.12.2019 10:00,1421,5,9,12,15,8,9,10,17,175 934 198 
09.12.2019 22:00,1420,2,12,15,19,5,9,10,17,174 457 505 
09.12.2019 10:00,1419,1,6,15,19,2,5,8,15,173 636 081 
08.12.2019 22:00,1418,5,6,11,14,11,13,14,20,172 213 670 
08.12.2019 10:00,1417,2,3,12,13,5,9,11,18,171 562 204 
07.12.2019 22:00,1416,1,3,8,16,1,11,15,17,169 671 042 
07.12.2019 10:00,1415,10,15,16,19,3,6,10,16,168 721 437 
06.12.2019 22:00,1414,3,6,7,18,8,10,12,17,166 616 837 
06.12.2019 10:00,1413,6,17,18,19,5,6,13,16,165 807 637 
05.12.2019 22:00,1412,2,13,14,17,2,4,15,19,163 680 416 
05.12.2019 10:00,1411,4,14,16,18,3,5,12,19,162 839 119 
04.12.2019 22:00,1410,8,9,11,14,5,9,14,15,160 912 842 
04.12.2019 10:00,1409,3,11,18,20,3,5,10,18,160 156 769 
03.12.2019 22:00,1408,12,13,14,17,6,7,13,19,158 351 133 
03.12.2019 10:00,1407,12,14,16,19,4,7,8,16,157 378 980 
02.12.2019 22:00,1406,2,4,9,18,9,10,17,18,155 927 760 
02.12.2019 10:00,1405,3,5,16,19,1,5,13,19,154 946 121 
01.12.2019 22:00,1404,1,8,13,20,3,7,8,14,152 934 456 
01.12.2019 10:00,1403,12,14,15,20,1,4,15,17,151 966 144 
30.11.2019 22:00,1402,5,10,11,12,3,4,5,17,149 942 692 
30.11.2019 10:00,1401,10,13,15,20,9,12,18,20,149 098 710 
29.11.2019 22:00,1400,3,5,6,14,3,4,7,19,146 917 723 
29.11.2019 10:00,1399,3,12,17,18,2,4,16,20,146 346 062 
28.11.2019 22:00,1398,2,5,7,8,3,4,6,9,144 228 982 
28.11.2019 10:00,1397,4,10,15,16,3,8,10,18,143 099 289 
27.11.2019 22:00,1396,1,2,5,9,1,2,16,17,140 685 408 
27.11.2019 10:00,1395,3,7,8,15,9,10,12,17,139 833 858 
26.11.2019 22:00,1394,1,13,19,20,5,7,10,13,138 072 574 
26.11.2019 10:00,1393,11,12,15,19,7,9,10,19,137 090 178 
25.11.2019 22:00,1392,1,5,8,14,9,14,18,20,135 066 299 
25.11.2019 10:00,1391,1,4,17,18,1,2,4,12,134 084 907 
24.11.2019 22:00,1390,5,9,14,18,2,8,14,18,132 101 916 
24.11.2019 10:00,1389,2,8,15,18,3,9,17,20,131 311 225 
23.11.2019 22:00,1388,4,5,14,17,7,13,17,20,129 489 990 
23.11.2019 10:00,1387,3,9,13,17,4,14,18,19,128 348 311 
22.11.2019 22:00,1386,4,11,12,16,1,4,16,17,126 180 668 
22.11.2019 10:00,1385,1,9,14,15,1,4,8,19,125 021 577 
21.11.2019 22:00,1384,1,7,16,19,11,14,15,19,123 927 268 
21.11.2019 10:00,1383,5,6,14,16,1,5,16,18,123 242 515 
20.11.2019 22:00,1382,4,7,9,13,8,9,18,19,121 925 652 
20.11.2019 10:00,1381,6,11,12,17,1,2,11,18,121 215 619 
19.11.2019 22:00,1380,2,3,18,19,1,4,7,14,119 732 068 
19.11.2019 10:00,1379,7,10,14,20,5,11,12,19,118 984 588 
18.11.2019 22:00,1378,4,10,12,16,4,11,14,19,117 494 662 
18.11.2019 10:00,1377,3,16,18,19,10,13,14,19,116 790 662 
17.11.2019 22:00,1376,7,10,13,17,4,8,11,17,115 246 812 
17.11.2019 10:00,1375,4,7,13,18,3,9,15,19,114 447 553 
16.11.2019 22:00,1374,6,9,16,17,3,7,9,16,112 968 189 
16.11.2019 10:00,1373,3,8,13,15,1,2,3,4,112 001 509 
15.11.2019 22:00,1372,14,17,18,20,4,9,12,19,109 980 965 
15.11.2019 10:00,1371,8,14,17,19,1,5,9,14,109 269 932 
14.11.2019 22:00,1370,11,14,16,20,1,3,10,12,107 828 588 
14.11.2019 10:00,1369,10,13,14,18,2,6,16,19,107 140 474 
13.11.2019 22:00,1368,7,9,14,17,12,16,18,19,105 872 489 
13.11.2019 10:00,1367,6,8,11,13,3,7,9,15,105 264 028 
12.11.2019 22:00,1366,1,2,5,9,5,13,15,16,103 968 540 
12.11.2019 10:00,1365,2,10,12,17,8,10,15,18,103 374 276 
11.11.2019 22:00,1364,4,10,11,14,1,3,6,7,102 058 268 
11.11.2019 10:00,1363,6,8,16,20,2,12,15,19,101 394 844 
10.11.2019 22:00,1362,1,4,9,18,4,5,10,11,100 394 688 
10.11.2019 10:00,1361,4,6,8,20,5,11,12,18,99 826 575 
09.11.2019 22:00,1360,2,8,16,19,9,15,16,17,98 480 293 
09.11.2019 10:00,1359,11,12,16,19,16,18,19,20,97 813 299 
08.11.2019 22:00,1358,6,11,12,20,7,9,15,16,96 418 125 
08.11.2019 10:00,1357,2,12,17,19,2,6,14,19,95 808 789 
07.11.2019 22:00,1356,2,4,11,13,8,10,14,17,94 562 222 
07.11.2019 10:00,1355,5,6,19,20,7,9,11,15,93 977 680 
06.11.2019 22:00,1354,1,5,12,18,1,2,3,17,92 667 955 
06.11.2019 10:00,1353,1,6,8,12,1,3,9,10,92 044 321 
05.11.2019 22:00,1352,10,13,17,18,3,7,11,20,90 809 218 
05.11.2019 10:00,1351,2,6,8,14,2,7,9,16,90 286 213 
04.11.2019 22:00,1350,3,14,17,18,1,5,6,13,89 228 142 
04.11.2019 10:00,1349,3,9,10,11,14,15,16,20,88 715 935 
03.11.2019 22:00,1348,2,4,7,9,3,11,12,17,87 685 131 
03.11.2019 10:00,1347,2,4,7,9,2,4,11,15,87 160 637 
02.11.2019 22:00,1346,1,9,11,14,7,10,11,13,86 157 622 
02.11.2019 10:00,1345,2,15,18,20,3,13,16,20,85 524 160 
01.11.2019 22:00,1344,6,9,10,17,1,13,17,20,84 391 775 
01.11.2019 10:00,1343,3,6,12,14,3,8,9,17,83 892 642 
31.10.2019 22:00,1342,2,6,11,16,3,5,8,12,82 879 649 
31.10.2019 10:00,1341,2,7,12,14,4,11,12,19,82 272 376 
30.10.2019 22:00,1340,15,16,19,20,5,6,15,17,80 931 019 
30.10.2019 10:00,1339,2,6,16,17,4,8,9,14,80 326 124 
29.10.2019 22:00,1338,4,8,11,18,6,8,13,17,79 072 470 
29.10.2019 10:00,1337,4,7,10,19,2,7,10,16,78 461 473 
28.10.2019 22:00,1336,6,7,11,13,2,6,9,14,77 288 723 
28.10.2019 10:00,1335,2,5,15,16,5,7,13,20,76 726 592 
27.10.2019 22:00,1334,3,7,19,20,10,11,16,19,75 486 133 
27.10.2019 10:00,1333,1,6,14,19,3,5,18,20,74 941 511 
26.10.2019 22:00,1332,6,15,18,19,5,8,9,19,73 651 011 
26.10.2019 10:00,1331,4,9,15,16,2,7,15,16,72 978 295 
25.10.2019 22:00,1330,1,3,10,15,3,11,17,20,71 521 492 
25.10.2019 10:00,1329,5,9,10,16,6,10,18,19,70 869 021 
24.10.2019 22:00,1328,2,3,9,16,1,9,11,18,69 444 933 
24.10.2019 10:00,1327,11,14,16,18,3,5,11,13,68 797 404 
23.10.2019 22:00,1326,4,7,11,14,3,7,13,15,67 391 422 
23.10.2019 10:00,1325,13,14,15,20,1,5,10,16,66 621 747 
22.10.2019 22:00,1324,2,11,15,19,2,8,12,19,65 370 321 
22.10.2019 10:00,1323,2,8,9,19,7,10,17,18,64 564 423 
21.10.2019 22:00,1322,1,2,10,12,6,12,15,16,62 677 786 
21.10.2019 10:00,1321,2,9,15,19,5,9,10,20,61 874 733 
20.10.2019 22:00,1320,1,2,12,13,11,12,14,17,60 868 835 
20.10.2019 10:00,1319,2,11,12,19,1,9,14,19,60 430 702 
19.10.2019 22:00,1318,2,10,11,20,11,16,17,18,59 284 255 
19.10.2019 10:00,1317,6,8,14,19,5,6,10,18,58 697 830 
18.10.2019 22:00,1316,2,10,17,18,4,12,16,19,57 366 565 
18.10.2019 10:00,1315,5,8,13,20,2,5,10,17,56 786 062 
17.10.2019 22:00,1314,7,15,18,19,4,9,10,17,55 833 618 
17.10.2019 10:00,1313,7,10,11,15,2,5,15,20,55 286 293 
16.10.2019 22:00,1312,4,6,11,18,4,5,6,10,54 096 986 
16.10.2019 10:00,1311,2,6,10,15,7,14,16,17,53 536 575 
15.10.2019 22:00,1310,1,16,18,20,4,5,10,17,52 258 617 
15.10.2019 10:00,1309,1,5,7,18,1,6,13,18,51 696 416 
14.10.2019 22:00,1308,3,9,12,18,4,8,9,19,50 623 893 
14.10.2019 10:00,1307,4,7,8,14,6,16,18,19,50 132 772 
13.10.2019 22:00,1306,2,5,8,12,1,2,10,14,50 000 000 
13.10.2019 10:00,1305,12,13,16,17,4,12,13,15,50 000 000 
12.10.2019 22:00,1304,7,10,19,20,6,7,13,18,50 000 000 
12.10.2019 10:00,1303,10,14,16,19,8,15,16,17,50 000 000 
11.10.2019 22:00,1302,4,6,12,13,1,11,14,20,50 000 000 
11.10.2019 10:00,1301,8,11,13,17,5,11,14,16,50 000 000 
10.10.2019 22:00,1300,4,9,13,18,10,11,13,18,50 000 000 
10.10.2019 10:00,1299,6,8,10,11,6,8,16,17,50 000 000 
09.10.2019 22:00,1298,1,3,5,9,2,4,10,12,50 000 000 
09.10.2019 10:00,1297,3,5,6,19,6,7,11,19,50 000 000 
08.10.2019 22:00,1296,2,5,14,15,3,5,9,18,50 000 000 
08.10.2019 10:00,1295,5,6,11,14,3,8,10,13,50 000 000 
07.10.2019 22:00,1294,13,16,19,20,10,11,18,20,50 000 000 
07.10.2019 10:00,1293,2,10,11,13,1,8,18,20,50 000 000 
06.10.2019 22:00,1292,1,2,5,8,1,2,7,8,50 000 000 
06.10.2019 10:00,1291,1,2,13,15,6,7,8,15,50 000 000 
05.10.2019 22:00,1290,2,3,15,16,7,11,17,18,50 000 000 
05.10.2019 10:00,1289,2,4,8,20,9,13,15,19,50 000 000 
04.10.2019 22:00,1288,9,14,17,19,7,10,15,19,50 000 000 
04.10.2019 10:00,1287,2,7,8,17,3,6,16,17,50 000 000 
03.10.2019 22:00,1286,2,6,7,20,9,10,16,20,50 000 000 
03.10.2019 10:00,1285,2,6,18,19,1,2,5,20,50 000 000 
02.10.2019 22:00,1284,1,7,15,18,2,16,19,20,50 000 000 
02.10.2019 10:00,1283,1,2,9,11,6,14,16,17,50 000 000 
01.10.2019 22:00,1282,2,10,13,15,2,3,14,15,50 000 000 
01.10.2019 10:00,1281,3,8,18,19,6,11,12,14,50 000 000 
30.09.2019 22:00,1280,2,6,9,14,2,17,18,19,50 000 000 
30.09.2019 10:00,1279,1,6,7,8,1,5,8,11,50 000 000 
29.09.2019 22:00,1278,4,8,13,16,1,4,15,20,50 000 000 
29.09.2019 10:00,1277,1,6,10,12,4,6,14,17,50 000 000 
28.09.2019 22:00,1276,4,5,9,15,2,4,6,12,50 000 000 
28.09.2019 10:00,1275,1,7,9,20,1,9,16,19,50 000 000 
27.09.2019 22:00,1274,5,13,15,20,2,5,15,16,50 000 000 
27.09.2019 10:00,1273,2,7,8,19,1,8,10,17,50 000 000 
26.09.2019 22:00,1272,2,8,11,14,2,4,15,16,50 000 000 
26.09.2019 10:00,1271,7,12,15,18,5,9,11,18,50 000 000 
25.09.2019 22:00,1270,2,14,18,20,4,8,12,20,50 000 000 
25.09.2019 10:00,1269,1,6,7,17,3,11,17,18,50 000 000 
24.09.2019 22:00,1268,1,9,11,16,4,5,9,13,50 000 000 
24.09.2019 10:00,1267,3,10,17,20,4,7,12,13,50 000 000 
23.09.2019 22:00,1266,4,10,12,15,7,10,12,19,50 000 000 
23.09.2019 10:00,1265,3,9,10,12,1,3,10,12,50 000 000 
22.09.2019 22:00,1264,3,7,9,17,2,8,10,17,50 000 000 
22.09.2019 10:00,1263,4,8,17,18,2,3,10,18,50 000 000 
21.09.2019 22:00,1262,4,10,13,14,5,9,16,20,50 000 000 
21.09.2019 10:00,1261,2,13,14,18,2,13,14,19,50 000 000 
20.09.2019 22:00,1260,8,11,14,15,5,12,14,19,50 000 000 
20.09.2019 10:00,1259,8,9,15,19,3,6,16,18,50 000 000 
19.09.2019 22:00,1258,8,9,17,20,3,6,10,12,50 000 000 
19.09.2019 10:00,1257,2,15,18,19,4,5,10,11,50 000 000 
18.09.2019 22:00,1256,4,13,16,18,3,5,12,20,50 000 000 
18.09.2019 10:00,1255,6,10,12,18,5,9,13,16,50 000 000 
17.09.2019 22:00,1254,4,6,10,15,2,9,12,16,50 000 000 
17.09.2019 10:00,1253,1,7,16,17,2,5,15,17,50 000 000 
16.09.2019 22:00,1252,11,16,17,19,5,11,17,20,50 000 000 
16.09.2019 10:00,1251,1,11,18,20,5,6,8,15,50 000 000 
15.09.2019 22:00,1250,4,7,10,13,1,2,8,17,50 000 000 
15.09.2019 10:00,1249,2,7,9,14,3,7,14,17,286 147 104 
14.09.2019 22:00,1248,2,3,15,17,1,6,12,15,282 720 717 
14.09.2019 10:00,1247,7,12,15,19,4,6,16,19,281 602 897 
13.09.2019 22:00,1246,3,7,11,13,8,9,12,14,279 521 770 
13.09.2019 10:00,1245,2,7,15,20,11,13,16,20,278 527 921 
12.09.2019 22:00,1244,2,10,15,17,3,8,11,15,276 780 208 
12.09.2019 10:00,1243,12,13,15,19,1,3,14,19,275 876 765 
11.09.2019 22:00,1242,9,11,13,19,3,5,12,15,274 198 052 
11.09.2019 10:00,1241,3,6,14,20,1,8,12,14,273 288 208 
10.09.2019 22:00,1240,5,7,10,19,2,5,14,20,271 609 825 
10.09.2019 10:00,1239,4,11,16,19,1,14,17,18,270 730 066 
09.09.2019 22:00,1238,3,4,11,15,5,9,12,19,269 435 435 
09.09.2019 10:00,1237,1,7,14,20,8,9,11,18,268 792 913 
08.09.2019 22:00,1236,2,6,12,20,2,4,13,16,267 297 737 
08.09.2019 10:00,1235,2,9,14,20,6,7,10,11,266 587 736 
07.09.2019 22:00,1234,4,8,15,16,10,14,15,16,265 246 439 
07.09.2019 10:00,1233,1,4,6,20,4,7,14,18,264 323 936 
06.09.2019 22:00,1232,7,11,12,18,4,8,9,15,262 537 203 
06.09.2019 10:00,1231,2,7,16,17,5,6,10,12,261 645 325 
05.09.2019 22:00,1230,6,9,12,16,2,15,16,20,259 842 547 
05.09.2019 10:00,1229,3,6,7,17,4,6,9,14,258 938 664 
04.09.2019 22:00,1228,4,9,15,17,5,7,14,20,257 460 997 
04.09.2019 10:00,1227,7,9,12,17,1,2,6,11,256 556 422 
03.09.2019 22:00,1226,3,8,16,20,1,2,3,14,254 752 942 
03.09.2019 10:00,1225,2,4,13,17,3,10,13,19,253 878 884 
02.09.2019 22:00,1224,1,2,7,16,3,9,11,19,252 524 177 
02.09.2019 10:00,1223,4,7,10,17,5,7,12,20,251 736 052 
01.09.2019 22:00,1222,4,10,15,19,7,11,15,20,250 193 061 
01.09.2019 10:00,1221,5,6,17,20,3,15,17,18,249 437 580 
31.08.2019 22:00,1220,8,10,14,17,8,16,17,19,247 740 274 
31.08.2019 10:00,1219,1,2,11,20,1,6,9,13,246 857 121 
30.08.2019 22:00,1218,10,11,12,17,2,4,16,20,244 913 246 
30.08.2019 10:00,1217,4,10,14,17,7,8,11,19,244 013 630 
29.08.2019 22:00,1216,2,5,8,15,2,8,19,20,242 211 419 
29.08.2019 10:00,1215,3,10,15,16,4,5,7,19,241 337 424 
28.08.2019 22:00,1214,9,14,18,19,3,6,8,16,239 510 401 
28.08.2019 10:00,1213,4,7,8,12,3,4,9,15,238 600 359 
27.08.2019 22:00,1212,4,8,9,18,1,8,14,20,236 692 637 
27.08.2019 10:00,1211,4,7,17,20,4,11,13,14,235 794 289 
26.08.2019 22:00,1210,8,12,17,19,1,9,10,16,234 040 616 
26.08.2019 10:00,1209,9,10,16,19,5,6,13,19,233 147 913 
25.08.2019 22:00,1208,4,8,10,18,1,5,13,16,231 475 008 
25.08.2019 10:00,1207,1,6,7,14,1,13,18,20,230 608 531 
24.08.2019 22:00,1206,6,7,9,12,1,2,4,5,229 172 580 
24.08.2019 10:00,1205,2,8,16,18,8,13,16,19,228 225 752 
23.08.2019 22:00,1204,2,5,12,16,1,5,17,20,226 105 635 
23.08.2019 10:00,1203,3,5,8,17,1,10,11,12,225 173 086 
22.08.2019 22:00,1202,1,5,12,19,3,7,8,10,223 264 924 
22.08.2019 10:00,1201,9,10,11,17,2,6,7,17,222 210 126 
21.08.2019 22:00,1200,1,3,12,13,6,7,19,20,220 159 830 
21.08.2019 10:00,1199,6,7,13,16,3,5,14,16,219 228 666 
20.08.2019 22:00,1198,7,9,13,17,1,11,15,20,217 755 361 
20.08.2019 10:00,1197,1,7,9,10,1,2,4,7,216 778 731 
19.08.2019 22:00,1196,10,11,15,19,3,12,17,19,215 038 407 
19.08.2019 10:00,1195,7,10,14,16,3,16,18,19,214 199 776 
18.08.2019 22:00,1194,4,5,6,19,8,15,16,20,212 586 190 
18.08.2019 10:00,1193,8,14,16,17,7,14,16,19,211 750 927 
17.08.2019 22:00,1192,6,9,12,14,1,4,10,14,209 994 522 
17.08.2019 10:00,1191,1,4,6,18,5,7,16,17,209 007 989 
16.08.2019 22:00,1190,7,8,12,20,1,4,13,17,207 032 587 
16.08.2019 10:00,1189,1,5,8,11,2,3,13,19,206 056 085 
15.08.2019 22:00,1188,4,5,19,20,8,11,13,15,204 116 097 
15.08.2019 10:00,1187,10,16,18,19,1,3,17,18,203 198 537 
14.08.2019 22:00,1186,14,15,16,20,1,12,13,18,201 028 317 
14.08.2019 10:00,1185,5,7,17,18,9,11,16,19,200 075 700 
13.08.2019 22:00,1184,1,10,11,18,5,12,13,18,198 487 428 
13.08.2019 10:00,1183,4,10,13,16,7,11,12,19,197 594 941 
12.08.2019 22:00,1182,3,9,12,19,2,3,13,20,195 937 115 
12.08.2019 10:00,1181,2,7,9,19,2,9,11,13,195 298 170 
11.08.2019 22:00,1180,2,4,10,12,12,14,15,17,193 965 004 
11.08.2019 10:00,1179,10,12,16,17,9,12,17,18,193 310 872 
10.08.2019 22:00,1178,7,8,13,16,7,9,10,17,191 690 439 
10.08.2019 10:00,1177,1,6,8,18,4,10,15,18,190 705 690 
09.08.2019 22:00,1176,1,3,10,11,2,9,10,18,189 123 050 
09.08.2019 10:00,1175,6,13,16,19,1,3,4,10,188 126 797 
08.08.2019 22:00,1174,4,8,10,12,8,13,18,20,186 447 934 
08.08.2019 10:00,1173,5,9,12,15,8,11,15,20,185 578 508 
07.08.2019 22:00,1172,8,14,15,17,7,10,15,20,183 952 103 
07.08.2019 10:00,1171,2,5,7,8,7,16,17,19,183 065 619 
06.08.2019 22:00,1170,5,9,16,18,2,9,11,14,181 677 294 
06.08.2019 10:00,1169,1,3,4,7,3,14,16,20,180 776 825 
05.08.2019 22:00,1168,3,6,10,11,2,8,19,20,179 170 891 
05.08.2019 10:00,1167,2,6,19,20,1,2,12,16,178 368 554 
04.08.2019 22:00,1166,8,13,15,18,1,5,11,14,176 728 275 
04.08.2019 10:00,1165,2,3,7,9,1,4,8,9,176 014 684 
03.08.2019 22:00,1164,3,4,12,17,5,7,9,11,174 700 463 
03.08.2019 10:00,1163,4,8,13,15,3,6,9,17,173 982 936 
02.08.2019 22:00,1162,9,15,16,17,2,5,13,19,172 039 931 
02.08.2019 10:00,1161,1,7,13,16,5,10,12,15,171 085 345 
01.08.2019 22:00,1160,10,12,14,19,1,6,16,17,169 477 758 
01.08.2019 10:00,1159,7,10,11,12,4,5,10,18,168 518 100 
31.07.2019 22:00,1158,5,7,15,17,1,8,10,16,166 961 383 
31.07.2019 10:00,1157,4,6,9,10,5,12,13,17,166 124 302 
30.07.2019 22:00,1156,6,11,15,20,10,12,16,20,164 743 002 
30.07.2019 10:00,1155,2,4,15,18,4,9,17,20,163 896 904 
29.07.2019 22:00,1154,6,9,18,20,1,6,9,18,162 218 806 
29.07.2019 10:00,1153,1,7,9,14,5,14,16,20,161 454 873 
28.07.2019 22:00,1152,6,7,12,16,5,11,17,20,160 011 530 
28.07.2019 10:00,1151,8,14,16,18,1,15,16,19,159 250 054 
27.07.2019 22:00,1150,8,13,17,20,7,11,15,17,157 684 855 
27.07.2019 10:00,1149,11,12,13,19,7,8,10,18,156 771 121 
26.07.2019 22:00,1148,4,7,12,15,4,11,16,17,154 949 436 
26.07.2019 10:00,1147,3,4,8,9,4,5,16,18,154 045 431 
25.07.2019 22:00,1146,5,8,10,20,4,7,13,19,152 592 467 
25.07.2019 10:00,1145,6,9,15,17,4,10,15,16,151 600 608 
24.07.2019 22:00,1144,1,10,11,16,2,4,10,15,149 663 848 
24.07.2019 10:00,1143,2,9,15,20,3,4,7,14,148 776 022 
23.07.2019 22:00,1142,6,12,15,16,6,9,12,14,147 309 642 
23.07.2019 10:00,1141,1,2,3,11,4,9,10,20,146 350 888 
22.07.2019 22:00,1140,2,3,5,18,1,2,6,9,144 532 925 
22.07.2019 10:00,1139,2,5,7,16,5,8,9,16,143 609 611 
21.07.2019 22:00,1138,2,5,7,15,1,13,14,20,141 905 251 
21.07.2019 10:00,1137,2,6,11,20,9,14,15,20,141 180 123 
20.07.2019 22:00,1136,3,4,13,20,3,7,14,17,139 850 408 
20.07.2019 10:00,1135,11,12,15,18,2,5,14,15,138 835 255 
19.07.2019 22:00,1134,5,10,11,15,3,9,13,17,137 234 377 
19.07.2019 10:00,1133,7,8,10,11,4,14,16,18,136 273 360 
18.07.2019 22:00,1132,4,7,9,20,2,6,7,8,134 524 930 
18.07.2019 10:00,1131,5,7,9,16,2,8,15,16,133 604 178 
17.07.2019 22:00,1130,12,13,16,17,2,5,6,12,131 692 113 
17.07.2019 10:00,1129,5,7,10,19,1,6,8,11,130 889 405 
16.07.2019 22:00,1128,12,16,17,19,4,10,13,14,129 053 424 
16.07.2019 10:00,1127,5,8,14,17,5,8,9,17,128 092 081 
15.07.2019 22:00,1126,2,11,16,17,1,9,12,19,126 594 652 
15.07.2019 10:00,1125,3,6,7,19,6,7,8,12,125 975 546 
14.07.2019 22:00,1124,15,17,18,20,1,6,8,19,124 384 134 
14.07.2019 10:00,1123,5,7,9,13,8,16,17,18,123 620 836 
13.07.2019 22:00,1122,8,11,15,19,6,7,11,16,121 837 785 
13.07.2019 10:00,1121,2,5,15,20,5,13,16,18,120 843 132 
12.07.2019 22:00,1120,3,8,13,17,7,9,12,16,118 817 137 
12.07.2019 10:00,1119,1,6,9,17,3,5,10,12,117 828 733 
11.07.2019 22:00,1118,4,7,15,19,2,13,16,19,116 208 665 
11.07.2019 10:00,1117,6,9,12,19,1,2,5,9,115 221 373 
10.07.2019 22:00,1116,7,12,13,15,3,7,15,18,113 224 182 
10.07.2019 10:00,1115,4,7,13,14,4,7,13,15,112 305 168 
09.07.2019 22:00,1114,11,12,17,20,3,6,12,19,110 480 011 
09.07.2019 10:00,1113,4,5,14,15,1,9,11,17,109 498 189 
08.07.2019 22:00,1112,9,10,12,15,3,7,17,18,108 033 167 
08.07.2019 10:00,1111,6,8,13,17,4,11,16,17,107 071 711 
07.07.2019 22:00,1110,2,12,17,18,3,6,9,11,105 403 795 
07.07.2019 10:00,1109,1,9,14,19,5,7,14,20,104 608 755 
06.07.2019 22:00,1108,2,5,9,12,4,6,8,12,102 817 540 
06.07.2019 10:00,1107,5,10,14,20,4,7,13,17,102 022 442 
05.07.2019 22:00,1106,1,6,7,8,9,10,17,18,99 937 194 
05.07.2019 10:00,1105,5,12,13,15,1,9,11,16,98 964 815 
04.07.2019 22:00,1104,3,5,8,11,2,10,15,17,97 075 448 
04.07.2019 10:00,1103,2,9,14,20,1,4,9,19,96 068 578 
03.07.2019 22:00,1102,1,3,5,10,1,3,4,13,94 414 540 
03.07.2019 10:00,1101,5,11,18,20,5,7,8,9,93 448 359 
02.07.2019 22:00,1100,1,8,9,11,11,16,18,19,91 530 270 
02.07.2019 10:00,1099,7,8,14,20,1,10,12,18,90 531 831 
01.07.2019 22:00,1098,6,7,12,20,8,9,10,17,88 998 393 
01.07.2019 10:00,1097,10,11,15,16,2,9,10,19,88 166 302 
30.06.2019 22:00,1096,5,10,11,19,4,6,13,19,86 434 232 
30.06.2019 10:00,1095,10,11,16,17,2,12,14,19,85 638 352 
29.06.2019 22:00,1094,3,8,12,13,2,6,15,19,84 192 280 
29.06.2019 10:00,1093,1,2,10,17,4,8,12,20,83 310 614 
28.06.2019 22:00,1092,3,4,11,12,3,13,17,19,81 258 401 
28.06.2019 10:00,1091,3,7,12,15,1,3,8,16,80 294 606 
27.06.2019 22:00,1090,2,9,15,18,7,13,14,20,78 343 745 
27.06.2019 10:00,1089,6,10,17,19,2,4,7,9,77 502 501 
26.06.2019 22:00,1088,7,16,18,20,7,13,18,20,75 462 577 
26.06.2019 10:00,1087,1,10,11,14,12,13,16,17,74 408 022 
25.06.2019 22:00,1086,1,9,10,16,7,10,12,20,72 301 334 
25.06.2019 10:00,1085,2,11,16,20,2,5,11,13,71 309 956 
24.06.2019 22:00,1084,3,13,15,19,1,16,19,20,69 325 133 
24.06.2019 10:00,1083,1,2,4,15,1,7,12,15,68 337 534 
23.06.2019 22:00,1082,1,3,10,11,3,4,13,20,66 890 778 
23.06.2019 10:00,1081,2,5,16,17,6,8,10,17,66 053 427 
22.06.2019 22:00,1080,1,5,6,16,1,6,10,20,64 449 368 
22.06.2019 10:00,1079,2,6,9,14,4,5,16,18,63 349 493 
21.06.2019 22:00,1078,8,9,13,14,9,11,15,16,61 055 355 
21.06.2019 10:00,1077,1,5,13,18,3,5,10,12,60 091 358 
20.06.2019 22:00,1076,2,3,12,13,3,11,12,14,57 602 214 
20.06.2019 10:00,1075,2,10,11,15,13,16,17,19,56 070 332 
19.06.2019 22:00,1074,3,4,8,11,3,6,16,20,644 853 540 
19.06.2019 10:00,1073,2,5,13,18,6,12,14,15,641 533 624 
18.06.2019 22:00,1072,9,11,13,20,2,4,6,17,638 272 626 
18.06.2019 10:00,1071,2,6,16,17,8,10,11,20,636 712 453 
17.06.2019 22:00,1070,1,7,14,20,3,4,12,19,634 017 571 
17.06.2019 10:00,1069,2,11,12,16,12,18,19,20,632 455 093 
16.06.2019 22:00,1068,1,3,17,18,7,9,11,18,629 611 388 
16.06.2019 10:00,1067,11,16,17,20,2,10,14,18,627 917 467 
15.06.2019 22:00,1066,9,12,14,20,2,7,9,17,625 357 407 
15.06.2019 10:00,1065,2,5,10,12,8,11,13,20,623 671 735 
14.06.2019 22:00,1064,5,12,13,15,2,8,17,18,620 886 285 
14.06.2019 10:00,1063,2,14,15,16,5,9,16,18,619 062 972 
13.06.2019 22:00,1062,2,4,11,15,2,4,14,20,615 780 342 
13.06.2019 10:00,1061,8,12,14,16,3,4,16,17,614 152 784 
12.06.2019 22:00,1060,10,15,17,20,4,11,15,17,611 308 013 
12.06.2019 10:00,1059,4,5,6,14,3,4,14,18,609 554 457 
11.06.2019 22:00,1058,6,9,11,14,6,7,8,14,606 375 804 
11.06.2019 10:00,1057,2,11,12,20,3,4,15,16,604 816 203 
10.06.2019 22:00,1056,3,5,11,14,2,3,8,17,602 646 653 
10.06.2019 10:00,1055,2,8,13,14,4,11,13,20,601 383 564 
